Geography,Geographic Area Name,Zipcode,Male,Female,Median age (years),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Total housing units,Households Total,Households Mean income (dollars),Families - Median income (dollars),Families - Mean income (dollars),Married-couple families - Median income (dollars),Nonfamily households - Median income (dollars),Nonfamily households - Mean income (dollars),Total Workers 16 years and over,Workers Median age (years),Workers Native,Workers Foreign born,Workers Foreign born - Naturalized U.S. citizen,Workers Foreign born - Not a U.S. citizen,Speak language other than English,Workers Median earnings (dollars),Workers 16 years and over who did not work from home,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) Population 25 years and over with earnings,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Less than high school graduate,Tota - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!High school graduate (includes equivalency),Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Some college or associate's degree,Total - MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings Bachelor's degree,Total MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2023 INFLATION-ADJUSTED DOLLARS) - Population 25 years and over with earnings!!Graduate or professional degree,Total Population,Total Disability ,Total Disability  Male,Total Disability Female,Total Disability  With a hearing difficulty,Total Disability  With a vision difficulty,Total Disability  With a cognitive difficulty,Total Disability  With an ambulatory difficulty,Total Disability  With a self-care difficulty,Total Disability With an independent living difficulty,Percent with a disability
860Z200US65348,ZCTA5 65348,65348,660,656,42.5,95,80,101,80,53,159,108,159,84,169,129,93,6,602,554,69741,68516,84527,94375,36317,38423,504,47.3,91.1,8.9,8.9,0,12.3,43409,484,41364,36538,42386,42031,54250,52083,1316,210,117,93,97,29,44,96,44,83,16
860Z200US65349,ZCTA5 65349,65349,1256,1306,40,260,90,58,83,244,421,215,327,185,200,253,185,41,1250,968,58165,75700,77525,90644,14345,25932,1110,36,91.9,8.1,0.4,7.7,6.8,34125,1069,35071,,32375,33398,41375,45500,2526,613,245,368,136,103,275,373,77,211,24.3
860Z200US65350,ZCTA5 65350,65350,717,609,39.9,69,73,137,142,15,132,190,154,110,101,143,56,4,639,527,74197,82404,93573,96250,37333,37836,600,45.9,96.7,3.3,1.7,1.7,5.7,44392,593,44020,51607,51250,40329,45469,43977,1323,209,70,139,45,40,75,77,6,62,15.8
860Z200US65351,ZCTA5 65351,65351,1146,1078,38.1,131,197,129,174,129,305,203,243,100,116,313,140,44,941,751,73070,62218,85849,72500,37500,38203,878,40.1,99.5,0.5,0,0.5,1.8,31944,842,33304,,25709,38523,45250,39479,2172,337,170,167,94,61,119,172,52,130,15.5
860Z200US65354,ZCTA5 65354,65354,328,320,36.8,66,51,17,1,37,80,193,36,10,48,52,41,16,262,258,53215,56941,63016,56349,20938,20364,261,36.2,96.9,3.1,3.1,0,0,36250,257,42188,,53125,,,,648,134,55,79,12,30,75,36,19,33,20.7
860Z200US65355,ZCTA5 65355,65355,5783,5246,57.2,513,353,472,444,411,717,904,1303,1147,839,2549,1005,372,8504,4729,60058,60483,69432,68615,27097,41124,3557,52.3,98.7,1.3,0.4,0.8,0.8,34911,3291,35778,19583,35536,33981,53808,52969,10917,2974,1605,1369,952,480,1194,1512,600,1107,27.2
860Z200US65360,ZCTA5 65360,65360,2251,2275,38,293,274,433,313,203,578,560,587,284,230,434,295,42,1862,1639,64314,57324,74304,79750,28698,36419,1732,40.5,100,0,0,0,5.5,41189,1610,41623,30125,41442,37271,46765,57917,4474,1033,527,506,272,159,300,594,191,437,23.1
860Z200US65401,ZCTA5 65401,65401,17157,15319,32.5,1555,1747,1871,3262,4479,4084,3451,3419,1853,1822,2903,1406,624,14395,12798,69569,72847,90550,90256,27797,39198,13748,39.6,92.9,7.1,2.4,4.7,6.7,35279,12809,41564,25538,34213,37292,41082,71889,32045,4813,2388,2425,1218,836,1887,2060,609,1522,15
860Z200US65409,ZCTA5 65409,65409,4,0,,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,,,,,,,4,,100,0,0,0,0,,4,,,,,,,4,0,0,0,0,0,0,0,0,0,0
860Z200US65436,ZCTA5 65436,65436,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,,,,,,,0,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,0,
860Z200US65438,ZCTA5 65438,65438,1348,1268,51,140,130,102,82,218,297,107,398,241,347,329,195,30,1417,1076,58281,64583,67133,64597,31431,41436,1081,47.3,100,0,0,0,0,34161,964,37106,,35978,33125,37159,47344,2574,569,302,267,172,104,231,249,68,174,22.1
860Z200US65439,ZCTA5 65439,65439,24,5,56.5,0,0,0,0,0,0,0,5,24,0,0,0,0,31,24,,,,,,,18,,100,0,0,0,0,,18,,,,,,,29,5,0,5,0,0,5,5,0,0,17.2
860Z200US65440,ZCTA5 65440,65440,122,94,57.4,0,15,10,9,7,9,21,10,50,0,43,38,4,167,98,55028,38875,52495,45000,61125,63287,74,56.2,100,0,0,0,0,49919,74,52813,,,49688,,,216,46,24,22,23,4,4,41,4,7,21.3
860Z200US65441,ZCTA5 65441,65441,2666,2420,41.4,379,332,224,239,288,613,659,595,209,529,708,271,40,2434,2137,116118,70750,108836,90272,41522,125812,2227,38.4,95.9,4.1,3.6,0.4,3.8,43360,2121,45902,75545,44156,42159,39893,60256,5075,985,599,386,286,43,336,358,174,366,19.4
860Z200US65443,ZCTA5 65443,65443,37,27,67.3,0,0,0,0,0,11,0,9,10,0,11,23,0,39,39,66777,,,,,,32,56.5,100,0,0,0,0,31136,32,31136,,,,,,64,15,15,0,5,0,0,10,0,0,23.4
860Z200US65444,ZCTA5 65444,65444,422,436,53.6,98,46,14,0,18,107,53,109,105,119,110,65,14,453,393,73201,84676,87802,97292,28167,34330,365,52.9,100,0,0,0,0,39704,365,40163,,,41087,38875,,858,270,140,130,92,80,57,141,93,111,31.5
860Z200US65446,ZCTA5 65446,65446,210,160,43.2,27,18,20,0,34,81,27,0,25,79,33,0,26,152,134,82719,81653,84536,103462,,,233,43.1,100,0,0,0,0,39301,233,40403,,23009,42218,,,370,42,16,26,26,0,0,42,26,26,11.4
860Z200US65449,ZCTA5 65449,65449,98,56,54.1,0,19,0,34,0,0,22,29,31,0,19,0,0,103,74,29849,35852,29907,,,,66,39.8,100,0,0,0,0,,66,,,,,,,154,64,37,27,11,0,53,16,16,38,41.6
860Z200US65452,ZCTA5 65452,65452,1343,1201,34.8,135,203,108,123,154,566,249,168,117,282,314,82,43,1245,986,67429,81103,78573,86827,27639,42164,1133,34.7,100,0,0,0,1.5,39750,1117,38750,,35476,,39333,89813,2531,573,373,200,165,95,277,272,129,199,22.6
860Z200US65453,ZCTA5 65453,65453,4244,4356,40.4,351,498,691,697,515,774,1314,823,573,719,986,477,182,4333,3407,73779,79809,86617,87137,29551,38531,3658,40.2,99.6,0.4,0.4,0,2.9,36193,3541,38673,32167,38178,40417,42031,,8474,1665,849,816,378,232,568,810,259,600,19.6
860Z200US65456,ZCTA5 65456,65456,303,261,32.7,0,72,16,99,17,106,29,43,23,39,53,67,0,222,174,131612,96950,140547,97941,,,156,30.7,100,0,0,0,0,51250,156,52240,,77813,,,60391,564,126,67,59,11,15,15,114,0,48,22.3
860Z200US65457,ZCTA5 65457,65457,87,106,63.7,0,0,0,0,0,13,0,0,0,122,58,0,0,130,100,67641,,,,,,21,,100,0,0,0,0,,21,,,,,,,193,151,66,85,66,85,0,0,0,0,78.2
860Z200US65459,ZCTA5 65459,65459,4645,3519,36.5,395,494,487,278,1332,997,811,1068,511,539,807,271,174,3323,2868,78461,85049,92462,91287,40034,47118,3763,36.6,99.6,0.4,0.4,0,1.3,43433,3506,42938,34345,36491,45474,70556,70417,8015,1345,742,603,479,301,531,642,222,525,16.8
860Z200US65461,ZCTA5 65461,65461,55,66,55.5,0,0,15,6,0,0,6,22,24,16,16,16,0,76,69,57626,61458,65893,61458,65313,52310,56,55.3,100,0,0,0,0,65313,56,65313,,65573,,,,114,47,31,16,7,24,20,32,8,20,41.2
860Z200US65462,ZCTA5 65462,65462,762,533,48.6,20,98,116,38,72,112,137,142,86,144,216,83,31,697,558,71877,68466,83020,73750,24338,32193,467,39.8,100,0,0,0,0,50917,458,57824,68566,50583,60571,46714,58750,1295,315,219,96,130,98,199,143,80,131,24.3
860Z200US65463,ZCTA5 65463,65463,806,587,37.6,69,60,144,63,276,47,207,119,177,0,192,22,17,665,570,66386,65822,64144,65734,78115,67121,693,37.6,100,0,0,0,0,39063,676,40903,,36563,65652,,,1393,83,52,31,64,0,18,45,22,30,6
860Z200US65464,ZCTA5 65464,65464,216,167,60.8,0,0,0,29,0,0,0,112,18,39,113,57,15,292,230,38384,41343,52596,40648,13458,17447,103,45.9,100,0,0,0,17.5,,103,,,,,,,383,96,69,27,0,19,43,59,45,45,25.1
860Z200US65466,ZCTA5 65466,65466,594,819,42.3,58,62,131,134,73,139,166,145,128,45,119,198,15,691,534,52810,,55742,76875,22452,44137,391,39.5,100,0,0,0,2.3,35230,341,36071,25156,48942,35298,26563,,1396,367,178,189,136,90,113,132,52,72,26.3
860Z200US65468,ZCTA5 65468,65468,63,15,13,0,0,40,0,0,0,0,38,0,0,0,0,0,23,23,,,,,,,0,,,,,,,,0,,,,,,,78,78,63,15,0,0,55,38,23,15,100
860Z200US65470,ZCTA5 65470,65470,425,367,53.5,51,22,26,19,100,79,14,118,117,65,91,49,41,453,338,75739,52250,77729,75000,,64562,377,47.5,100,0,0,0,0,36615,370,40915,,48484,26750,37917,41290,790,148,95,53,80,12,61,87,37,72,18.7
860Z200US65473,ZCTA5 65473,65473,9320,6002,20.3,956,743,640,4890,3725,2983,910,291,40,99,35,10,0,2427,1819,74721,71724,82871,74000,41580,51516,8907,22.7,90.9,9.1,3.5,5.6,21.2,27128,7527,42051,,42599,41417,40501,93000,4454,341,118,223,27,101,182,79,81,45,7.7
860Z200US65479,ZCTA5 65479,65479,157,133,63.4,0,0,0,0,0,0,64,46,13,41,110,16,0,123,109,53870,105568,85460,105568,"2,500-",,64,,100,0,0,0,0,,64,,,,,,,290,136,87,49,71,44,78,127,16,16,46.9
860Z200US65483,ZCTA5 65483,65483,2185,2422,39.2,180,370,312,251,364,608,553,438,233,409,512,250,127,2077,1753,58908,58068,72106,65988,22375,28970,1853,41.5,99.2,0.8,0.8,0,2.5,31341,1775,33591,15455,35000,34647,37500,44712,4495,1145,541,604,320,235,620,448,92,261,25.5
860Z200US65484,ZCTA5 65484,65484,18,24,,0,0,0,0,0,0,0,0,0,0,24,18,0,18,18,,,,,,,18,,100,0,0,0,0,,18,,,,,,,42,0,0,0,0,0,0,0,0,0,0
860Z200US65486,ZCTA5 65486,65486,1398,1716,43.9,175,196,204,201,213,189,385,384,264,381,277,185,60,1479,1228,83204,91518,100456,96134,42768,43473,1597,49.4,99.3,0.7,0.7,0,2.9,36746,1534,46771,34507,37692,47500,47989,84063,3114,501,196,305,145,152,119,208,89,227,16.1
860Z200US65501,ZCTA5 65501,65501,81,64,58.3,0,0,1,26,0,4,0,15,52,15,21,11,0,97,72,38488,38382,44485,,22917,20494,45,58.3,91.1,8.9,8.9,0,8.9,,41,,,,,26000,,145,55,40,15,11,12,10,44,31,25,37.9
860Z200US65529,ZCTA5 65529,65529,89,78,62.5,0,0,0,5,0,0,0,17,16,89,20,20,0,135,77,93399,86750,93399,86750,,,76,61,100,0,0,0,50,56250,76,65164,,,,,,167,0,0,0,0,0,0,0,0,0,0
860Z200US65534,ZCTA5 65534,65534,286,341,47,72,0,130,29,4,49,27,183,8,68,35,22,0,375,214,49490,47023,49929,,,,199,47.3,97,3,3,0,3,41042,195,42083,26458,35250,46523,,,627,124,33,91,20,78,44,69,39,52,19.8
860Z200US65535,ZCTA5 65535,65535,686,635,36.8,128,72,103,78,89,165,98,121,118,107,145,95,2,714,560,57594,58274,71468,70208,24375,33424,475,34.4,100,0,0,0,0.2,35865,464,38229,29583,35877,42384,38897,,1321,267,152,115,81,79,89,163,53,126,20.2
860Z200US65536,ZCTA5 65536,65536,14748,14932,39.5,1937,2131,1902,2174,1340,3501,3748,3372,2191,2129,3104,1602,549,13156,11917,70000,64406,83492,82608,28635,41966,13149,41.9,98.4,1.6,1,0.6,3.1,36691,12654,37490,27099,33807,37428,45784,79488,29383,5542,2706,2836,1662,913,2129,2978,1135,1974,18.9
860Z200US65541,ZCTA5 65541,65541,64,36,54.7,0,0,0,16,0,0,5,33,17,10,0,10,9,53,53,97615,138819,145804,,56364,47573,48,54.1,100,0,0,0,0,60625,48,60625,,,57000,,,100,39,39,0,39,8,4,12,4,4,39
860Z200US65542,ZCTA5 65542,65542,4105,2816,38.9,441,472,372,371,350,977,1013,693,587,330,735,478,102,2561,2242,59311,63885,74641,66106,24526,25956,2206,43.2,98.8,1.2,1.2,0,1.9,28362,2104,29489,21163,29688,30909,43490,,5771,1384,811,573,470,177,581,697,365,528,24
860Z200US65543,ZCTA5 65543,65543,388,234,40.9,30,0,99,77,9,0,135,97,16,2,122,24,11,255,255,78996,104091,118504,117083,,30899,249,43.9,100,0,0,0,0,37986,249,37417,,50945,27367,,,622,196,123,73,112,16,38,19,11,75,31.5
860Z200US65548,ZCTA5 65548,65548,3015,3417,39.3,321,391,589,431,252,521,1152,912,332,233,685,436,177,2779,2434,61785,59663,71523,66061,25057,37793,2462,40.5,99.5,0.5,0,0.5,2.2,36506,2376,36827,45537,36673,31019,37228,52321,6310,1137,582,555,306,204,488,513,210,343,18
860Z200US65550,ZCTA5 65550,65550,1432,1687,41.8,128,135,223,173,234,315,462,347,332,231,237,212,90,1685,1208,72481,86103,89384,91250,21384,33768,1326,41.8,99.8,0.2,0.2,0,3.3,45676,1242,48175,58143,46250,42431,54038,43958,3119,578,304,274,125,105,123,387,299,223,18.5
860Z200US65552,ZCTA5 65552,65552,1187,1072,31.2,214,251,153,214,49,368,229,290,162,68,154,72,35,794,688,70585,68938,70590,69476,,43320,757,39.3,100,0,0,0,0,38054,728,39146,,29063,57151,55094,25956,2206,383,197,186,77,10,160,157,100,96,17.4
860Z200US65555,ZCTA5 65555,65555,634,671,39.4,70,59,75,29,73,179,215,116,129,168,95,81,16,595,525,61081,53229,74708,53646,28333,33392,628,39.2,100,0,0,0,0,25167,569,22969,16125,30278,21828,70417,61528,1295,344,178,166,162,95,172,161,106,135,26.6
860Z200US65556,ZCTA5 65556,65556,2347,2672,41.7,422,350,380,154,189,717,468,479,353,352,582,330,243,2332,2071,55596,51768,70919,67379,26250,33986,1659,40.3,99.2,0.8,0.8,0,2.2,35584,1636,35187,25766,33015,38125,32694,66971,4929,1225,476,749,399,246,510,511,252,478,24.9
860Z200US65557,ZCTA5 65557,65557,186,155,47.2,0,0,60,0,0,38,33,163,13,17,17,0,0,121,121,86779,100040,86779,96442,,,157,47.1,100,0,0,0,0,,157,,,87708,,,,341,125,63,62,47,17,48,61,0,46,36.7
860Z200US65559,ZCTA5 65559,65559,4768,4622,42.7,700,641,582,438,344,976,1298,994,794,615,1171,651,186,4162,3643,82860,68858,99545,82171,33017,38377,3731,45,96.7,3.3,0.6,2.7,3.9,42185,3431,42529,36719,38813,46839,37650,70278,9115,1846,948,898,596,554,733,722,359,807,20.3
860Z200US65560,ZCTA5 65560,65560,6728,6906,42.7,808,769,1117,767,669,1434,1676,1416,958,1021,1752,847,400,6355,5304,64942,61288,76710,74647,24691,40975,5382,41.6,99.3,0.7,0.3,0.4,1.5,34333,4968,36607,27301,31275,35643,39063,56409,13481,2806,1506,1300,1109,678,1067,1458,537,749,20.8
860Z200US65564,ZCTA5 65564,65564,60,29,23.4,33,0,0,0,29,27,0,0,0,0,0,0,0,44,29,,,,,,,56,,100,0,0,0,0,,56,,,,,,,89,0,0,0,0,0,0,0,0,0,0
860Z200US65565,ZCTA5 65565,65565,2276,2409,49.3,231,259,237,230,100,545,434,744,466,313,681,323,122,2598,2060,60250,58582,70314,62188,30649,34443,1894,45.9,100,0,0,0,1.1,36364,1820,36101,40577,36840,32500,46744,,4529,1068,601,467,276,95,345,562,217,338,23.6
860Z200US65566,ZCTA5 65566,65566,429,459,44.4,31,41,74,57,35,66,154,124,27,69,111,52,47,436,327,76850,82917,104332,88036,24063,26859,325,44,100,0,0,0,2.5,47566,321,49276,33571,52778,47813,58125,,844,236,112,124,45,42,136,127,40,75,28
860Z200US65567,ZCTA5 65567,65567,806,780,55.8,96,21,47,90,123,91,117,167,231,134,295,140,34,720,617,80389,71528,98555,81635,,29930,618,57.6,100,0,0,0,0.8,38241,613,42837,31875,34561,,42734,76200,1584,341,242,99,89,118,91,129,31,140,21.5
860Z200US65570,ZCTA5 65570,65570,323,407,62.6,22,23,41,0,0,71,0,106,40,139,206,43,39,353,330,55291,,72446,,,30199,123,52.1,100,0,0,0,0,52868,123,,43750,,53235,,,730,124,67,57,50,3,9,96,50,74,17
860Z200US65571,ZCTA5 65571,65571,1091,836,46,26,28,214,214,110,92,211,260,94,183,179,235,81,903,749,57570,51250,63346,58375,24545,40813,649,42.3,100,0,0,0,0,31009,522,31221,,56250,31384,32429,,1913,480,247,233,186,160,112,306,41,150,25.1
860Z200US65580,ZCTA5 65580,65580,385,282,56.1,37,25,66,0,0,26,122,47,108,61,83,82,10,457,329,70624,115163,93496,115163,,42652,209,54.1,100,0,0,0,0,49857,202,48779,,51635,47587,,,667,192,105,87,134,0,51,85,4,62,28.8
860Z200US65582,ZCTA5 65582,65582,997,1124,43.3,137,77,139,128,205,156,265,218,137,185,242,197,35,934,789,72216,73750,77345,74148,28333,50023,1009,40.8,100,0,0,0,0,32710,990,33097,38295,32052,29125,41786,,2055,450,233,217,114,48,183,255,79,184,21.9
860Z200US65583,ZCTA5 65583,65583,7048,7414,33,971,826,1655,949,739,2338,2463,1687,644,409,991,458,332,5836,5306,86125,105044,102057,107172,38064,45580,6834,39.3,95.2,4.8,3.7,1.1,4.8,45102,6498,48090,,31424,41917,72015,73485,13403,2056,1162,894,622,212,905,909,457,489,15.3
860Z200US65584,ZCTA5 65584,65584,6103,4819,31.4,963,653,593,754,1125,2299,1389,1017,450,532,591,483,73,5184,4427,81330,76288,92982,92667,50906,60189,5595,33,94,6,3.1,2.9,11.2,40784,5438,47493,,32806,50658,45804,59101,9780,1876,926,950,546,451,945,599,198,749,19.2
860Z200US65586,ZCTA5 65586,65586,60,62,16.9,0,0,23,42,0,0,0,39,0,0,0,18,0,16,16,,,,,,,0,,,,,,,,0,,,,,,,122,7,7,0,7,0,0,0,0,0,5.7
860Z200US65588,ZCTA5 65588,65588,1086,939,53.6,95,27,170,110,51,215,189,184,182,281,368,131,22,1003,850,57880,65179,69467,68194,22273,30786,778,49.2,97.8,2.2,2.2,0,2.6,29333,725,31786,24330,33281,34896,27156,51458,2025,535,333,202,192,81,224,222,108,179,26.4
860Z200US65589,ZCTA5 65589,65589,35,12,47.5,0,0,0,0,16,0,0,20,0,0,8,3,0,74,24,67942,,,,,,40,47.3,100,0,0,0,5,45313,40,46563,,,,,,47,0,0,0,0,0,0,0,0,0,0
860Z200US65590,ZCTA5 65590,65590,1070,750,40.9,150,57,59,14,60,289,339,170,108,172,195,183,24,1025,834,79820,63053,89416,62885,46209,54993,839,35.8,100,0,0,0,0,36359,772,37722,,,45278,,43155,1820,535,345,190,294,44,142,179,117,183,29.4
860Z200US65591,ZCTA5 65591,65591,1077,751,35.1,163,221,207,90,31,190,371,103,164,138,69,69,12,586,521,68977,59875,74094,63333,31369,44519,708,36.4,100,0,0,0,7.1,35769,692,35481,,30183,36528,54833,,1828,335,171,164,8,39,202,142,16,103,18.3
860Z200US65601,ZCTA5 65601,65601,267,251,53.6,33,14,16,6,40,53,37,92,13,80,112,16,6,328,266,59191,70260,83812,70852,29250,38646,188,47.6,100,0,0,0,0,43571,181,43810,47115,39750,32917,,,518,62,30,32,25,18,19,33,3,18,12
860Z200US65603,ZCTA5 65603,65603,51,62,54.3,0,0,0,12,0,0,5,50,3,9,33,1,0,74,48,94285,,98464,,,,46,54.6,100,0,0,0,0,,46,,,58594,,,,113,30,0,30,1,1,1,29,1,1,26.5
860Z200US65604,ZCTA5 65604,65604,1877,2032,38.2,232,433,213,204,70,489,616,415,220,325,445,152,95,1700,1584,110215,90729,137670,94457,33068,53273,1631,39,99.8,0.2,0,0.2,3.1,56042,1447,53726,36667,49375,49107,44500,71250,3834,599,346,253,258,73,165,371,166,264,15.6
860Z200US65605,ZCTA5 65605,65605,5846,5765,43.5,377,697,874,915,467,1131,1667,1366,691,1119,1282,792,233,5299,4704,71334,74479,84867,88629,24405,40017,4955,42.6,98.4,1.6,0.4,1.2,4.1,36421,4515,41033,31682,37723,37150,57875,79403,11536,2499,1155,1344,804,475,1037,1136,370,556,21.7
860Z200US65606,ZCTA5 65606,65606,1278,1262,37.2,155,232,174,150,117,354,369,215,148,152,238,139,97,1261,1008,61713,52844,65414,54906,28380,45576,1043,37.7,100,0,0,0,4.9,35878,891,35451,,31750,36728,35200,48750,2481,587,359,228,253,129,182,441,56,139,23.7
860Z200US65608,ZCTA5 65608,65608,4309,4169,44.6,554,581,552,475,273,858,1004,1030,246,681,1238,672,314,3804,3349,70018,62823,87468,64213,25656,33306,3156,46.8,98.8,1.2,0.4,0.8,0.7,37268,2840,38167,35909,34518,35781,43673,56319,8371,1658,886,772,537,336,785,868,328,593,19.8
860Z200US65609,ZCTA5 65609,65609,423,391,40.4,66,47,19,99,37,100,117,103,55,20,74,32,45,347,289,81081,72446,90972,72065,36280,48283,380,42.3,100,0,0,0,0,39500,378,42500,23864,36875,47396,54464,,814,135,40,95,70,61,63,95,64,83,16.6
860Z200US65610,ZCTA5 65610,65610,2774,2701,43.9,355,552,201,329,204,619,554,669,729,351,670,198,44,2229,2159,88696,89210,108962,92065,28250,37768,2668,47.7,99.4,0.6,0.6,0,0.3,43650,2478,43575,20625,37399,39918,59448,62563,5475,680,319,361,174,107,166,218,196,202,12.4
860Z200US65611,ZCTA5 65611,65611,903,881,65.7,61,0,68,9,32,13,121,112,41,372,597,261,97,1574,1004,71862,91567,105437,92430,28270,33795,432,60.5,97.5,2.5,1.4,1.2,1.4,41071,362,34000,,60469,26875,83099,,1782,348,196,152,183,63,96,184,49,58,19.5
860Z200US65612,ZCTA5 65612,65612,987,921,51.3,86,162,73,108,65,44,219,398,114,190,331,89,29,825,825,72490,83750,93636,90682,29586,41869,973,52.3,100,0,0,0,0,43692,973,47292,,,44402,53869,,1908,198,99,99,98,26,24,114,30,37,10.4
860Z200US65613,ZCTA5 65613,65613,8621,9460,35.5,1078,1188,1262,1594,1776,1910,2049,1851,1002,983,1781,1043,564,7327,6726,75477,72377,90001,88876,27044,41892,7447,39.8,97.2,2.8,2,0.8,3.8,37481,6922,41671,28813,30878,41166,56750,57366,17788,3015,1391,1624,1009,375,1304,1538,490,1017,16.9
860Z200US65614,ZCTA5 65614,65614,222,243,42.4,31,35,13,34,67,35,35,84,17,47,51,6,10,250,178,66103,74375,82712,82083,15917,21516,216,46.1,100,0,0,0,0,31724,214,32813,,30139,31696,,,465,48,27,21,7,9,0,37,9,12,10.3
860Z200US65616,ZCTA5 65616,65616,13872,14423,40.6,1657,1452,1604,2014,1946,3726,3117,3056,1409,1949,3695,2047,623,16419,11379,81596,73448,103934,77471,32402,43729,13238,40.7,93.6,6.4,4.3,2.2,11.7,31446,11535,32576,23018,30170,32152,34691,49531,28174,5079,2785,2294,1263,764,1879,2389,535,1457,18
860Z200US65617,ZCTA5 65617,65617,901,836,42.6,23,37,86,243,75,210,293,252,184,70,174,51,39,734,643,64268,67266,69795,47303,31894,45557,718,45.2,84.8,15.2,15.2,0,15.2,37478,718,36656,28780,37625,31250,70345,,1729,243,116,127,73,37,53,138,44,90,14.1
860Z200US65618,ZCTA5 65618,65618,108,67,38,0,30,0,0,0,33,25,14,0,39,26,8,0,50,50,136448,,136448,,,,33,,100,0,0,0,0,,33,33636,,,,,,175,87,45,42,45,14,0,42,17,31,49.7
860Z200US65619,ZCTA5 65619,65619,4211,4996,40.8,757,435,447,540,738,1136,1284,1136,663,485,1083,421,82,4018,3926,91299,97798,107886,108156,46019,50042,5157,42.6,89.5,10.5,3.1,7.4,11.7,46447,4260,49588,23906,34073,45369,56979,70720,9207,966,501,465,375,189,307,396,209,357,10.5
860Z200US65620,ZCTA5 65620,65620,85,86,46.6,20,8,0,0,0,40,0,53,13,0,0,37,0,93,90,72106,,104798,,,,84,46.8,100,0,0,0,0,41250,84,41250,,,,,,171,40,40,0,18,0,22,18,0,22,23.4
860Z200US65622,ZCTA5 65622,65622,3590,4001,44,381,466,549,287,484,968,732,645,496,803,1055,564,161,3517,3106,66112,62412,79284,72736,21425,33095,2640,43.2,98.6,1.4,1.4,0,0.4,40741,2493,40233,38263,40129,,44076,67750,7398,1774,859,915,521,384,954,598,206,578,24
860Z200US65623,ZCTA5 65623,65623,38,8,6.5,22,3,0,4,7,7,0,2,1,0,0,0,0,11,7,73086,50417,55014,,,,19,27.1,100,0,0,0,10.5,26964,19,30000,,,,,,46,1,1,0,1,0,0,1,0,0,2.2
860Z200US65624,ZCTA5 65624,65624,916,806,59.5,68,84,86,41,81,102,118,168,159,284,156,349,26,831,670,69531,79604,78005,88462,24750,40945,550,53.1,97.8,2.2,0,2.2,2.2,31303,534,31004,,22107,32105,78140,,1722,379,208,171,198,44,126,234,120,166,22
860Z200US65625,ZCTA5 65625,65625,3788,3398,45.1,361,323,299,543,449,713,903,760,515,347,1315,448,210,3637,2870,87747,79200,103419,82849,31050,52527,3261,47.1,96.2,3.8,0.9,2.9,2.9,36654,3018,37144,21331,34646,37083,85577,,7013,1187,734,453,509,333,201,683,239,334,16.9
860Z200US65626,ZCTA5 65626,65626,998,979,39,124,156,233,84,193,158,139,94,173,205,306,101,11,1018,761,60722,45721,66084,58484,,44168,551,51.6,100,0,0,0,2.5,35262,520,35602,,29286,37198,,,1977,406,242,164,107,51,132,308,125,227,20.5
860Z200US65627,ZCTA5 65627,65627,557,393,40,88,53,13,0,123,75,139,80,77,43,152,38,69,422,377,62042,58063,56609,58438,,68421,375,35.9,100,0,0,0,11.7,40580,350,40580,,52857,31875,57528,77083,950,273,136,137,60,92,172,168,63,112,28.7
860Z200US65629,ZCTA5 65629,65629,264,294,46.2,33,56,44,21,24,44,52,64,42,52,72,31,23,260,209,70570,68807,80134,70000,29167,32545,200,49.6,100,0,0,0,0,42000,193,40750,47917,34250,35417,56375,,558,110,56,54,47,32,39,45,5,47,19.7
860Z200US65630,ZCTA5 65630,65630,258,260,56,45,19,22,18,5,8,113,29,22,44,108,76,9,217,215,140679,110536,138699,111071,,151923,218,42,94,6,6,0,12.4,64783,158,63315,,54554,63125,50625,,518,59,40,19,51,1,4,8,4,8,11.4
860Z200US65631,ZCTA5 65631,65631,3360,2815,35.7,379,401,456,456,529,752,1043,1056,241,250,329,218,65,2413,2348,96571,101884,111631,106182,39259,55405,3231,41.4,99.8,0.2,0.2,0,0.6,46684,3015,48808,,42007,51300,61656,65179,6175,592,389,203,290,79,262,184,27,96,9.6
860Z200US65632,ZCTA5 65632,65632,1362,1254,40.8,187,189,132,290,149,199,242,394,107,174,274,220,59,1123,969,69346,79556,81739,81250,33465,32517,1106,47.5,98.6,1.4,1.4,0,2.1,40488,980,41890,41094,37740,47930,43013,,2616,302,173,129,105,29,135,126,41,124,11.5
